n,method,error
10000,NIV$_{3 \textrm{ lags}}$,0.0002872975741588478
100,"CIV$_{I,X,Y}$",0.16016415235326664
100,CIV$_{I}$,1.057284002352483
100,NIV$_{1 \textrm{ lag}}$,0.1390228472531037
100,NIV$_{3 \textrm{ lags}}$,0.052393511940563554
1000,"CIV$_{I,X,Y}$",0.01273917782219996
1000,CIV$_{I}$,0.15701458212902825
1000,NIV$_{1 \textrm{ lag}}$,4.101091612947046
1000,NIV$_{3 \textrm{ lags}}$,0.009541053231531978
10000,"CIV$_{I,X,Y}$",0.0014833420081121834
10000,CIV$_{I}$,0.0066040346767150745
10000,NIV$_{1 \textrm{ lag}}$,0.0017189829598137914
10000,NIV$_{3 \textrm{ lags}}$,0.000525932410100967
100,"CIV$_{I,X,Y}$",0.1510392294368756
100,CIV$_{I}$,5.621219169366758
100,NIV$_{1 \textrm{ lag}}$,14.152940060732513
100,NIV$_{3 \textrm{ lags}}$,0.4148217558545489
1000,"CIV$_{I,X,Y}$",0.005621847646053531
1000,CIV$_{I}$,0.031849065859269846
1000,NIV$_{1 \textrm{ lag}}$,12.258210489966329
1000,NIV$_{3 \textrm{ lags}}$,0.005025348252554453
10000,"CIV$_{I,X,Y}$",0.0010085080981645604
10000,CIV$_{I}$,0.0017712057137107835
10000,NIV$_{1 \textrm{ lag}}$,0.009269445483291889
10000,NIV$_{3 \textrm{ lags}}$,0.0002363731258806906
100,"CIV$_{I,X,Y}$",0.10277461567063122
100,CIV$_{I}$,0.2965995452347606
100,NIV$_{1 \textrm{ lag}}$,0.08050378058021793
100,NIV$_{3 \textrm{ lags}}$,0.010144944104128712
1000,"CIV$_{I,X,Y}$",0.0023619372508860907
1000,CIV$_{I}$,0.0102874036265956
1000,NIV$_{1 \textrm{ lag}}$,0.0004691316034698868
1000,NIV$_{3 \textrm{ lags}}$,0.0004351401053617994
10000,"CIV$_{I,X,Y}$",0.00024267864863280916
10000,CIV$_{I}$,0.0015885144315291356
10000,NIV$_{1 \textrm{ lag}}$,7.517814954489839e-05
10000,NIV$_{3 \textrm{ lags}}$,6.23127064467099e-05
100,"CIV$_{I,X,Y}$",0.062157059103754075
100,CIV$_{I}$,0.12049225408558988
100,NIV$_{1 \textrm{ lag}}$,0.07432624527719982
100,NIV$_{3 \textrm{ lags}}$,0.018295801755239916
1000,"CIV$_{I,X,Y}$",0.005985302456881281
1000,CIV$_{I}$,0.007153360297280533
1000,NIV$_{1 \textrm{ lag}}$,0.002997687454242712
1000,NIV$_{3 \textrm{ lags}}$,0.0011170216332715287
10000,"CIV$_{I,X,Y}$",0.0007215990737581348
10000,CIV$_{I}$,0.00043059896192748523
10000,NIV$_{1 \textrm{ lag}}$,0.0002511345118381863
10000,NIV$_{3 \textrm{ lags}}$,0.00013665471576946334
100,"CIV$_{I,X,Y}$",0.20869277291680866
100,CIV$_{I}$,0.19537981954628045
100,NIV$_{1 \textrm{ lag}}$,3.294067484337102
100,NIV$_{3 \textrm{ lags}}$,0.025983976158837307
1000,"CIV$_{I,X,Y}$",0.015364541312522873
1000,CIV$_{I}$,0.01291209700212668
1000,NIV$_{1 \textrm{ lag}}$,0.04384057911957541
1000,NIV$_{3 \textrm{ lags}}$,0.004967655921279271
10000,"CIV$_{I,X,Y}$",0.0011607883017860534
10000,CIV$_{I}$,0.0014291779737897752
10000,NIV$_{1 \textrm{ lag}}$,0.027824652872920973
10000,NIV$_{3 \textrm{ lags}}$,0.0004627112407784411
100,"CIV$_{I,X,Y}$",0.026499720107595253
100,CIV$_{I}$,0.055335540186873165
100,NIV$_{1 \textrm{ lag}}$,0.03585711171659097
100,NIV$_{3 \textrm{ lags}}$,0.02598345702620585
1000,"CIV$_{I,X,Y}$",0.0030969341649863666
1000,CIV$_{I}$,0.003045402341049519
1000,NIV$_{1 \textrm{ lag}}$,0.0034939284384344835
1000,NIV$_{3 \textrm{ lags}}$,0.0015390957865912959
10000,"CIV$_{I,X,Y}$",0.0002952969106908902
10000,CIV$_{I}$,0.00029286565914395725
10000,NIV$_{1 \textrm{ lag}}$,0.0002683529203907951
10000,NIV$_{3 \textrm{ lags}}$,0.00023127166564788598
100,"CIV$_{I,X,Y}$",0.06511819863230635
100,CIV$_{I}$,1.0213807710517402
100,NIV$_{1 \textrm{ lag}}$,0.09211151205213385
100,NIV$_{3 \textrm{ lags}}$,0.04644898431153753
1000,"CIV$_{I,X,Y}$",0.019650293265936546
1000,CIV$_{I}$,0.04803563404525565
1000,NIV$_{1 \textrm{ lag}}$,0.01472962510176192
1000,NIV$_{3 \textrm{ lags}}$,0.00597089082432158
10000,"CIV$_{I,X,Y}$",0.0005483069622556115
10000,CIV$_{I}$,0.005451664197586303
10000,NIV$_{1 \textrm{ lag}}$,0.0007083930130402614
10000,NIV$_{3 \textrm{ lags}}$,0.0007590070424830649
100,"CIV$_{I,X,Y}$",12.885704778767721
100,CIV$_{I}$,3.268813360253185
100,NIV$_{1 \textrm{ lag}}$,189.06802593343218
100,NIV$_{3 \textrm{ lags}}$,0.046967947537542534
1000,"CIV$_{I,X,Y}$",0.0871979945742723
1000,CIV$_{I}$,0.10913841533762562
1000,NIV$_{1 \textrm{ lag}}$,0.03514351572581205
1000,NIV$_{3 \textrm{ lags}}$,0.00782332129866527
10000,"CIV$_{I,X,Y}$",0.037915272765161365
10000,CIV$_{I}$,0.04050660355789154
10000,NIV$_{1 \textrm{ lag}}$,0.007707177592806262
10000,NIV$_{3 \textrm{ lags}}$,0.00023898495708048556
100,"CIV$_{I,X,Y}$",0.23242556477861326
100,CIV$_{I}$,2.3546973504859303
100,NIV$_{1 \textrm{ lag}}$,10.018628487218713
100,NIV$_{3 \textrm{ lags}}$,0.05754786317905487
1000,"CIV$_{I,X,Y}$",0.004513074946158517
1000,CIV$_{I}$,0.1287757746792428
1000,NIV$_{1 \textrm{ lag}}$,2.33848393580993
1000,NIV$_{3 \textrm{ lags}}$,0.0035296398876661964
10000,"CIV$_{I,X,Y}$",0.0006077542327810311
10000,CIV$_{I}$,0.0035824845666452207
10000,NIV$_{1 \textrm{ lag}}$,0.002679984046563523
10000,NIV$_{3 \textrm{ lags}}$,0.00034448371201519043
100,"CIV$_{I,X,Y}$",0.07290960912687
100,CIV$_{I}$,0.4231009865888232
100,NIV$_{1 \textrm{ lag}}$,0.4308893213148501
100,NIV$_{3 \textrm{ lags}}$,0.032385273756746456
1000,"CIV$_{I,X,Y}$",0.004888504573233038
1000,CIV$_{I}$,0.016942419835568094
1000,NIV$_{1 \textrm{ lag}}$,0.5769902942216977
1000,NIV$_{3 \textrm{ lags}}$,0.0029111371631640893
10000,"CIV$_{I,X,Y}$",0.0002701831751229282
10000,CIV$_{I}$,0.0020711674053941974
10000,NIV$_{1 \textrm{ lag}}$,0.5079715780469173
10000,NIV$_{3 \textrm{ lags}}$,0.0001555339775424801
100,"CIV$_{I,X,Y}$",0.18379864250319147
100,CIV$_{I}$,0.32885765720385574
100,NIV$_{1 \textrm{ lag}}$,0.5397762238443187
100,NIV$_{3 \textrm{ lags}}$,0.1882497143527973
1000,"CIV$_{I,X,Y}$",0.014371722334993692
1000,CIV$_{I}$,0.05665002344140881
1000,NIV$_{1 \textrm{ lag}}$,0.027925417088263176
1000,NIV$_{3 \textrm{ lags}}$,0.007134675877881922
10000,"CIV$_{I,X,Y}$",0.0010146532589442223
10000,CIV$_{I}$,0.0033599234347073395
10000,NIV$_{1 \textrm{ lag}}$,0.0012991840584003658
10000,NIV$_{3 \textrm{ lags}}$,0.0004743004886842702
100,"CIV$_{I,X,Y}$",0.8545502913966347
100,CIV$_{I}$,2.659051304268735
100,NIV$_{1 \textrm{ lag}}$,0.8387911755058013
100,NIV$_{3 \textrm{ lags}}$,0.22097468244104695
1000,"CIV$_{I,X,Y}$",0.04372668470279809
1000,CIV$_{I}$,0.03177223914520252
1000,NIV$_{1 \textrm{ lag}}$,0.11299316513730584
1000,NIV$_{3 \textrm{ lags}}$,0.01945702752646778
10000,"CIV$_{I,X,Y}$",0.019119495932225578
10000,CIV$_{I}$,0.016430831356469576
10000,NIV$_{1 \textrm{ lag}}$,0.02040216097368312
10000,NIV$_{3 \textrm{ lags}}$,0.004094149175012612
100,"CIV$_{I,X,Y}$",0.04238250852978436
100,CIV$_{I}$,0.0455667040129077
100,NIV$_{1 \textrm{ lag}}$,0.05270398565747471
100,NIV$_{3 \textrm{ lags}}$,0.09273557934678286
1000,"CIV$_{I,X,Y}$",0.004935155902837026
1000,CIV$_{I}$,0.01892220652184688
1000,NIV$_{1 \textrm{ lag}}$,0.004658610773727959
1000,NIV$_{3 \textrm{ lags}}$,0.002920697421244835
10000,"CIV$_{I,X,Y}$",0.0003761388272206131
10000,CIV$_{I}$,0.0005883841491164239
10000,NIV$_{1 \textrm{ lag}}$,0.0003134567325227024
10000,NIV$_{3 \textrm{ lags}}$,0.00018022612686609233
100,"CIV$_{I,X,Y}$",0.05260374390807883
100,CIV$_{I}$,0.10298056392376116
100,NIV$_{1 \textrm{ lag}}$,0.036360061990712775
100,NIV$_{3 \textrm{ lags}}$,0.11432243515387797
1000,"CIV$_{I,X,Y}$",0.004346212621168393
1000,CIV$_{I}$,0.009013079847811533
1000,NIV$_{1 \textrm{ lag}}$,0.004295955586903195
1000,NIV$_{3 \textrm{ lags}}$,0.004580385481893818
10000,"CIV$_{I,X,Y}$",0.0009555424100337417
10000,CIV$_{I}$,0.0009645873667594904
10000,NIV$_{1 \textrm{ lag}}$,0.0008805222712769284
10000,NIV$_{3 \textrm{ lags}}$,0.0009533947378487595
100,"CIV$_{I,X,Y}$",0.05810470967278568
100,CIV$_{I}$,0.07508711021835017
100,NIV$_{1 \textrm{ lag}}$,51.89371427291519
100,NIV$_{3 \textrm{ lags}}$,0.018126042048371014
1000,"CIV$_{I,X,Y}$",0.004469307304224143
1000,CIV$_{I}$,0.005930219600421224
1000,NIV$_{1 \textrm{ lag}}$,0.043151131706567564
1000,NIV$_{3 \textrm{ lags}}$,0.0009952288957156546
10000,"CIV$_{I,X,Y}$",0.000706071385688294
10000,CIV$_{I}$,0.0011207125524815814
10000,NIV$_{1 \textrm{ lag}}$,0.006552315637123478
10000,NIV$_{3 \textrm{ lags}}$,0.00011186666443883005
100,"CIV$_{I,X,Y}$",0.04408059697044568
100,CIV$_{I}$,2.6381203237009934
100,NIV$_{1 \textrm{ lag}}$,0.042091615793399845
100,NIV$_{3 \textrm{ lags}}$,0.053559110701235604
1000,"CIV$_{I,X,Y}$",0.006296110950486294
1000,CIV$_{I}$,0.46711787168853763
1000,NIV$_{1 \textrm{ lag}}$,0.002135619342346706
1000,NIV$_{3 \textrm{ lags}}$,0.0015219867095984346
10000,"CIV$_{I,X,Y}$",0.0006182079239477228
10000,CIV$_{I}$,0.042892556830777404
10000,NIV$_{1 \textrm{ lag}}$,0.00016869024662094522
10000,NIV$_{3 \textrm{ lags}}$,0.00015101690544666997
100,"CIV$_{I,X,Y}$",0.1301059936252192
100,CIV$_{I}$,0.1274799680955287
100,NIV$_{1 \textrm{ lag}}$,0.8169186352650873
100,NIV$_{3 \textrm{ lags}}$,0.06321729430369213
1000,"CIV$_{I,X,Y}$",0.006520432067384592
1000,CIV$_{I}$,0.008993831712267811
1000,NIV$_{1 \textrm{ lag}}$,0.11406446879732893
1000,NIV$_{3 \textrm{ lags}}$,0.0014456337115655632
10000,"CIV$_{I,X,Y}$",0.000411927628646267
10000,CIV$_{I}$,0.00044758699284828414
10000,NIV$_{1 \textrm{ lag}}$,0.0160198520600997
10000,NIV$_{3 \textrm{ lags}}$,0.00011855201166161673
100,"CIV$_{I,X,Y}$",0.04295619348314457
100,CIV$_{I}$,0.11421519497730603
100,NIV$_{1 \textrm{ lag}}$,0.4065239601646269
100,NIV$_{3 \textrm{ lags}}$,0.007209889921292056
1000,"CIV$_{I,X,Y}$",0.0024810860273235466
1000,CIV$_{I}$,0.011854305007776742
1000,NIV$_{1 \textrm{ lag}}$,0.08935274790633498
1000,NIV$_{3 \textrm{ lags}}$,0.0005095123376589076
10000,"CIV$_{I,X,Y}$",0.00021389257739099103
10000,CIV$_{I}$,0.0013389530359530226
10000,NIV$_{1 \textrm{ lag}}$,0.009456590655702255
10000,NIV$_{3 \textrm{ lags}}$,6.725720165701938e-05
100,"CIV$_{I,X,Y}$",0.2594074817280622
100,CIV$_{I}$,1.4463479624011772
100,NIV$_{1 \textrm{ lag}}$,0.09534149077166064
100,NIV$_{3 \textrm{ lags}}$,0.08893857677264277
1000,"CIV$_{I,X,Y}$",0.019037053586899527
1000,CIV$_{I}$,0.05214017360440117
1000,NIV$_{1 \textrm{ lag}}$,0.2296392023361667
1000,NIV$_{3 \textrm{ lags}}$,0.00911823537699645
10000,"CIV$_{I,X,Y}$",0.0011230361412138809
10000,CIV$_{I}$,0.005348684640362962
10000,NIV$_{1 \textrm{ lag}}$,0.0031407126695267044
10000,NIV$_{3 \textrm{ lags}}$,0.0007905012221239621
100,"CIV$_{I,X,Y}$",0.14470113220880038
100,CIV$_{I}$,0.13561323553698673
100,NIV$_{1 \textrm{ lag}}$,0.11626710272231278
100,NIV$_{3 \textrm{ lags}}$,0.0598692895227169
1000,"CIV$_{I,X,Y}$",0.014767662127875484
1000,CIV$_{I}$,0.021361279225256213
1000,NIV$_{1 \textrm{ lag}}$,0.007123989712925602
1000,NIV$_{3 \textrm{ lags}}$,0.004987118303657578
10000,"CIV$_{I,X,Y}$",0.0012415715720418081
10000,CIV$_{I}$,0.0011251972914187447
10000,NIV$_{1 \textrm{ lag}}$,0.0005887969657970193
10000,NIV$_{3 \textrm{ lags}}$,0.0001874069104143307
100,"CIV$_{I,X,Y}$",0.3283697466244519
100,CIV$_{I}$,1.5355518406379394
100,NIV$_{1 \textrm{ lag}}$,1.9644316922196041
100,NIV$_{3 \textrm{ lags}}$,0.1391079568309211
1000,"CIV$_{I,X,Y}$",0.016817556761006745
1000,CIV$_{I}$,0.019130096000689437
1000,NIV$_{1 \textrm{ lag}}$,0.22046165937591358
1000,NIV$_{3 \textrm{ lags}}$,0.016176677297049545
10000,"CIV$_{I,X,Y}$",0.0013542540908813743
10000,CIV$_{I}$,0.0015582690783375562
10000,NIV$_{1 \textrm{ lag}}$,0.012370899149691392
10000,NIV$_{3 \textrm{ lags}}$,0.0005934105190197204
100,"CIV$_{I,X,Y}$",0.1794324552869227
100,CIV$_{I}$,0.307796236639243
100,NIV$_{1 \textrm{ lag}}$,5.437193436170884
100,NIV$_{3 \textrm{ lags}}$,0.16805582465291719
1000,"CIV$_{I,X,Y}$",0.016240118709881422
1000,CIV$_{I}$,0.01147614825913818
1000,NIV$_{1 \textrm{ lag}}$,0.03152264495258835
1000,NIV$_{3 \textrm{ lags}}$,0.010683180864281595
10000,"CIV$_{I,X,Y}$",0.001423282152479523
10000,CIV$_{I}$,0.002616394180273339
10000,NIV$_{1 \textrm{ lag}}$,0.002701662006833245
10000,NIV$_{3 \textrm{ lags}}$,0.0004154533678889918
100,"CIV$_{I,X,Y}$",0.04014519658670441
100,CIV$_{I}$,0.07179405339213595
100,NIV$_{1 \textrm{ lag}}$,0.02548028988394188
100,NIV$_{3 \textrm{ lags}}$,0.014050039194241035
1000,"CIV$_{I,X,Y}$",0.0039784869375660715
1000,CIV$_{I}$,0.003895940151692333
1000,NIV$_{1 \textrm{ lag}}$,0.009129158565307346
1000,NIV$_{3 \textrm{ lags}}$,0.0009656553186229045
10000,"CIV$_{I,X,Y}$",0.0006102152034060983
10000,CIV$_{I}$,0.0006741698423570364
10000,NIV$_{1 \textrm{ lag}}$,0.0011454998488658595
10000,NIV$_{3 \textrm{ lags}}$,0.00013212172640943886
100,"CIV$_{I,X,Y}$",0.3675053524059301
100,CIV$_{I}$,7.866492758076838
100,NIV$_{1 \textrm{ lag}}$,2.5385073279961032
100,NIV$_{3 \textrm{ lags}}$,0.19487326414118128
1000,"CIV$_{I,X,Y}$",0.12793672129640207
1000,CIV$_{I}$,2.9429633813498226
1000,NIV$_{1 \textrm{ lag}}$,3.0844198103342677
1000,NIV$_{3 \textrm{ lags}}$,0.03014696249207179
10000,"CIV$_{I,X,Y}$",0.010667804817297252
10000,CIV$_{I}$,0.08030489563820754
10000,NIV$_{1 \textrm{ lag}}$,0.022921182776627615
10000,NIV$_{3 \textrm{ lags}}$,0.0027892446638092135
100,"CIV$_{I,X,Y}$",0.2624949406404474
100,CIV$_{I}$,0.18060145019976911
100,NIV$_{1 \textrm{ lag}}$,20.68208657271897
100,NIV$_{3 \textrm{ lags}}$,0.04409995299372045
1000,"CIV$_{I,X,Y}$",0.010111145420191574
1000,CIV$_{I}$,0.014735528742711876
1000,NIV$_{1 \textrm{ lag}}$,0.005317589438328128
1000,NIV$_{3 \textrm{ lags}}$,0.008090675369569499
10000,"CIV$_{I,X,Y}$",0.0022822512719993314
10000,CIV$_{I}$,0.003376223324144658
10000,NIV$_{1 \textrm{ lag}}$,0.0010108065638230017
10000,NIV$_{3 \textrm{ lags}}$,0.00042158872378668995
100,"CIV$_{I,X,Y}$",0.03919457233154736
100,CIV$_{I}$,0.4718808683300912
100,NIV$_{1 \textrm{ lag}}$,0.2639595504571333
100,NIV$_{3 \textrm{ lags}}$,0.06888438929417222
1000,"CIV$_{I,X,Y}$",0.0069454875364804314
1000,CIV$_{I}$,0.008613573067572985
1000,NIV$_{1 \textrm{ lag}}$,0.00558726837384092
1000,NIV$_{3 \textrm{ lags}}$,0.003917972692279696
10000,"CIV$_{I,X,Y}$",0.0004609816385783773
10000,CIV$_{I}$,0.0010112406233051545
10000,NIV$_{1 \textrm{ lag}}$,0.00024359743066246572
10000,NIV$_{3 \textrm{ lags}}$,0.00024354515826716957
100,"CIV$_{I,X,Y}$",0.17324064007236284
100,CIV$_{I}$,0.23159445057369119
100,NIV$_{1 \textrm{ lag}}$,22.901194553946112
100,NIV$_{3 \textrm{ lags}}$,0.07843451574016065
1000,"CIV$_{I,X,Y}$",0.022198111937874167
1000,CIV$_{I}$,0.02401424239954638
1000,NIV$_{1 \textrm{ lag}}$,0.212746471859925
1000,NIV$_{3 \textrm{ lags}}$,0.010061799056684462
10000,"CIV$_{I,X,Y}$",0.0036980683972764085
10000,CIV$_{I}$,0.004197906392748245
10000,NIV$_{1 \textrm{ lag}}$,0.011919324439922477
10000,NIV$_{3 \textrm{ lags}}$,0.0006213113737510605
100,"CIV$_{I,X,Y}$",0.03785726826673104
100,CIV$_{I}$,0.3904308199366305
100,NIV$_{1 \textrm{ lag}}$,0.0785165098349638
100,NIV$_{3 \textrm{ lags}}$,0.06332477046974178
1000,"CIV$_{I,X,Y}$",0.003544401353513369
1000,CIV$_{I}$,0.028962335824607076
1000,NIV$_{1 \textrm{ lag}}$,0.006791916317473434
1000,NIV$_{3 \textrm{ lags}}$,0.0035547800074601787
10000,"CIV$_{I,X,Y}$",0.0007125394314877402
10000,CIV$_{I}$,0.003691771968057944
10000,NIV$_{1 \textrm{ lag}}$,0.00045572480179816835
10000,NIV$_{3 \textrm{ lags}}$,0.00021734474232299432
100,"CIV$_{I,X,Y}$",0.06995201848439606
100,CIV$_{I}$,0.05717652241805773
100,NIV$_{1 \textrm{ lag}}$,16.5347895385325
100,NIV$_{3 \textrm{ lags}}$,0.03650645177868423
1000,"CIV$_{I,X,Y}$",0.003606937279978376
1000,CIV$_{I}$,0.004317063738101942
1000,NIV$_{1 \textrm{ lag}}$,0.007021320997264458
1000,NIV$_{3 \textrm{ lags}}$,0.002326159057158951
10000,"CIV$_{I,X,Y}$",0.00044967086100674615
10000,CIV$_{I}$,0.0005371597601750952
10000,NIV$_{1 \textrm{ lag}}$,0.0008289410444296209
10000,NIV$_{3 \textrm{ lags}}$,0.00021034074965179983
100,"CIV$_{I,X,Y}$",0.1741069799837586
100,CIV$_{I}$,0.25124718072526925
100,NIV$_{1 \textrm{ lag}}$,4.888344995503557
100,NIV$_{3 \textrm{ lags}}$,0.23472193990801285
1000,"CIV$_{I,X,Y}$",0.018293283534612903
1000,CIV$_{I}$,0.05319444187192919
1000,NIV$_{1 \textrm{ lag}}$,0.9449587478774781
1000,NIV$_{3 \textrm{ lags}}$,0.014470851703749201
10000,"CIV$_{I,X,Y}$",0.0013122426970867745
10000,CIV$_{I}$,0.002815328628113914
10000,NIV$_{1 \textrm{ lag}}$,0.12401523078858565
10000,NIV$_{3 \textrm{ lags}}$,0.0008428242561354662
100,"CIV$_{I,X,Y}$",0.0780469660488004
100,CIV$_{I}$,2.923706761438549
100,NIV$_{1 \textrm{ lag}}$,0.621876301576415
100,NIV$_{3 \textrm{ lags}}$,0.10067268449779057
1000,"CIV$_{I,X,Y}$",0.010525894721943846
1000,CIV$_{I}$,0.034952132635700184
1000,NIV$_{1 \textrm{ lag}}$,0.031189478642274178
1000,NIV$_{3 \textrm{ lags}}$,0.0021907383222579124
10000,"CIV$_{I,X,Y}$",0.0008885350375633132
10000,CIV$_{I}$,0.001439512357686913
10000,NIV$_{1 \textrm{ lag}}$,0.0010871053576354136
10000,NIV$_{3 \textrm{ lags}}$,0.0002744934105004199
100,"CIV$_{I,X,Y}$",0.07598036848161407
100,CIV$_{I}$,0.07042456055547264
100,NIV$_{1 \textrm{ lag}}$,0.0776481244690404
100,NIV$_{3 \textrm{ lags}}$,0.02700572127367456
1000,"CIV$_{I,X,Y}$",0.008252113674337732
1000,CIV$_{I}$,0.009752290654097615
1000,NIV$_{1 \textrm{ lag}}$,0.04067264793945256
1000,NIV$_{3 \textrm{ lags}}$,0.0033687494097948225
10000,"CIV$_{I,X,Y}$",0.0003602589371161106
10000,CIV$_{I}$,0.0007782532411768819
10000,NIV$_{1 \textrm{ lag}}$,0.0007087856192584793
10000,NIV$_{3 \textrm{ lags}}$,0.0002516688190516773
100,"CIV$_{I,X,Y}$",0.07960372823654635
100,CIV$_{I}$,0.07347468428907687
100,NIV$_{1 \textrm{ lag}}$,0.0926239508498633
100,NIV$_{3 \textrm{ lags}}$,0.017055455656129103
1000,"CIV$_{I,X,Y}$",0.006318574462397117
1000,CIV$_{I}$,0.00912343504391716
1000,NIV$_{1 \textrm{ lag}}$,0.01351472782763249
1000,NIV$_{3 \textrm{ lags}}$,0.003758634055995124
10000,"CIV$_{I,X,Y}$",0.0008364714302622107
10000,CIV$_{I}$,0.0013734716544790086
10000,NIV$_{1 \textrm{ lag}}$,0.0008988710249281786
10000,NIV$_{3 \textrm{ lags}}$,0.0007355970613816433
100,"CIV$_{I,X,Y}$",0.09447163945663636
100,CIV$_{I}$,0.08691453525909217
100,NIV$_{1 \textrm{ lag}}$,24.116811812659968
100,NIV$_{3 \textrm{ lags}}$,0.05574423975235628
1000,"CIV$_{I,X,Y}$",0.004896486658267309
1000,CIV$_{I}$,0.008116062386832275
1000,NIV$_{1 \textrm{ lag}}$,0.030010291007505085
1000,NIV$_{3 \textrm{ lags}}$,0.0031837885816100144
10000,"CIV$_{I,X,Y}$",0.0005655963850608305
10000,CIV$_{I}$,0.0007016406353132812
10000,NIV$_{1 \textrm{ lag}}$,0.0016042425925163893
10000,NIV$_{3 \textrm{ lags}}$,0.00023137931608961348
100,"CIV$_{I,X,Y}$",0.03389096944143958
100,CIV$_{I}$,0.03830722624768223
100,NIV$_{1 \textrm{ lag}}$,0.047180780199888035
100,NIV$_{3 \textrm{ lags}}$,0.02008362836240427
1000,"CIV$_{I,X,Y}$",0.0033009987487201487
1000,CIV$_{I}$,0.0033713554565653102
1000,NIV$_{1 \textrm{ lag}}$,0.0016687604325358527
1000,NIV$_{3 \textrm{ lags}}$,0.001568213203653498
10000,"CIV$_{I,X,Y}$",0.00047457363869584214
10000,CIV$_{I}$,0.00045488512237735763
10000,NIV$_{1 \textrm{ lag}}$,8.79362505482008e-05
10000,NIV$_{3 \textrm{ lags}}$,5.8645253438224215e-05
100,"CIV$_{I,X,Y}$",0.06905359045062856
100,CIV$_{I}$,0.0665298369905979
100,NIV$_{1 \textrm{ lag}}$,0.5257055150577683
100,NIV$_{3 \textrm{ lags}}$,0.015101365409936906
1000,"CIV$_{I,X,Y}$",0.003694634843942584
1000,CIV$_{I}$,0.004853401784922935
1000,NIV$_{1 \textrm{ lag}}$,0.018425109467368812
1000,NIV$_{3 \textrm{ lags}}$,0.0022553423317843136
10000,"CIV$_{I,X,Y}$",0.00022335009750235768
10000,CIV$_{I}$,0.00023338845666067532
10000,NIV$_{1 \textrm{ lag}}$,0.0012294617614409763
10000,NIV$_{3 \textrm{ lags}}$,8.159149939022474e-05
100,"CIV$_{I,X,Y}$",0.7570710561136241
100,CIV$_{I}$,4.615845352414485
100,NIV$_{1 \textrm{ lag}}$,17.31284436064092
100,NIV$_{3 \textrm{ lags}}$,0.16444688168555174
1000,"CIV$_{I,X,Y}$",0.06013199715045222
1000,CIV$_{I}$,0.2624910537290771
1000,NIV$_{1 \textrm{ lag}}$,2.9414695086264353
1000,NIV$_{3 \textrm{ lags}}$,0.00481369447478378
10000,"CIV$_{I,X,Y}$",0.003774828740383053
10000,CIV$_{I}$,0.035434273602208785
10000,NIV$_{1 \textrm{ lag}}$,0.04380948197929269
10000,NIV$_{3 \textrm{ lags}}$,0.001127003556332338
100,"CIV$_{I,X,Y}$",0.05318147778685924
100,CIV$_{I}$,0.8761201805296193
100,NIV$_{1 \textrm{ lag}}$,144.2621533702164
100,NIV$_{3 \textrm{ lags}}$,0.059447604122473505
1000,"CIV$_{I,X,Y}$",0.004707328404944327
1000,CIV$_{I}$,0.057625909468163226
1000,NIV$_{1 \textrm{ lag}}$,1.629681876968523
1000,NIV$_{3 \textrm{ lags}}$,0.004927471843845404
10000,"CIV$_{I,X,Y}$",0.00031065475291561424
10000,CIV$_{I}$,0.0017022834995701387
10000,NIV$_{1 \textrm{ lag}}$,0.014774360804250014
10000,NIV$_{3 \textrm{ lags}}$,0.00013031539937710597
100,"CIV$_{I,X,Y}$",0.19088749181849957
100,CIV$_{I}$,0.3955300138829772
100,NIV$_{1 \textrm{ lag}}$,0.18125706685113507
100,NIV$_{3 \textrm{ lags}}$,0.039122788611533996
1000,"CIV$_{I,X,Y}$",0.018276093401203765
1000,CIV$_{I}$,0.025129604887335434
1000,NIV$_{1 \textrm{ lag}}$,0.006966519920673114
1000,NIV$_{3 \textrm{ lags}}$,0.0036827741412154558
10000,"CIV$_{I,X,Y}$",0.00207907686195574
10000,CIV$_{I}$,0.0027482648401170513
10000,NIV$_{1 \textrm{ lag}}$,0.0006461887159143305
10000,NIV$_{3 \textrm{ lags}}$,0.00028241165212109946
100,"CIV$_{I,X,Y}$",0.13655810441107336
100,CIV$_{I}$,0.9281928335212444
100,NIV$_{1 \textrm{ lag}}$,0.23225338136184526
100,NIV$_{3 \textrm{ lags}}$,0.1516720616580444
1000,"CIV$_{I,X,Y}$",0.02140216127458744
1000,CIV$_{I}$,0.030514737221449862
1000,NIV$_{1 \textrm{ lag}}$,5.145431817238095
1000,NIV$_{3 \textrm{ lags}}$,0.010259772838681337
10000,"CIV$_{I,X,Y}$",0.0044005651826330375
10000,CIV$_{I}$,0.012589837853396338
10000,NIV$_{1 \textrm{ lag}}$,0.2337211005299525
10000,NIV$_{3 \textrm{ lags}}$,0.0003682897967723747
100,"CIV$_{I,X,Y}$",0.20999874301087332
100,CIV$_{I}$,0.4975841827395656
100,NIV$_{1 \textrm{ lag}}$,0.38765170930994125
100,NIV$_{3 \textrm{ lags}}$,0.09602808662996151
1000,"CIV$_{I,X,Y}$",0.01056232058480973
1000,CIV$_{I}$,0.008927288091237957
1000,NIV$_{1 \textrm{ lag}}$,0.013317963407823031
1000,NIV$_{3 \textrm{ lags}}$,0.00782396201836595
10000,"CIV$_{I,X,Y}$",0.001042118759053114
10000,CIV$_{I}$,0.001174130208845126
10000,NIV$_{1 \textrm{ lag}}$,0.0011060255159384465
